,img_name,image_id,image_seed,slider_1,slider_2,slider_3,slider_4,pred_release,slider_value_sum
6584,seed_200_var_24.png,24,200,-1,-1,-0.5,0.25,0.943967223,2.75
6585,seed_200_var_25.png,25,200,-1,-1,-0.5,0.5,0.956528544,3
6586,seed_200_var_26.png,26,200,-1,-1,-0.5,0.75,0.950574815,3.25
6587,seed_200_var_27.png,27,200,-1,-1,-0.5,1,0.95474118,3.5
6588,seed_200_var_28.png,28,200,-1,-1,-0.25,-1,0.943415403,3.25
6589,seed_200_var_29.png,29,200,-1,-1,-0.25,-0.75,0.938885331,3
6590,seed_200_var_30.png,30,200,-1,-1,-0.25,-0.5,0.933925748,2.75
6591,seed_200_var_31.png,31,200,-1,-1,-0.25,-0.25,0.929577529,2.5
6592,seed_200_var_32.png,32,200,-1,-1,-0.25,0,0.933012784,2.25
6593,seed_200_var_33.png,33,200,-1,-1,-0.25,0.25,0.949086785,2.5
6594,seed_200_var_34.png,34,200,-1,-1,-0.25,0.5,0.957100093,2.75
6595,seed_200_var_35.png,35,200,-1,-1,-0.25,0.75,0.951510727,3
6596,seed_200_var_36.png,36,200,-1,-1,-0.25,1,0.947035551,3.25
6597,seed_200_var_37.png,37,200,-1,-1,0,-1,0.940132737,3
6598,seed_200_var_38.png,38,200,-1,-1,0,-0.75,0.935269177,2.75
6599,seed_200_var_39.png,39,200,-1,-1,0,-0.5,0.929824829,2.5
6600,seed_200_var_40.png,40,200,-1,-1,0,-0.25,0.931074381,2.25
6601,seed_200_var_41.png,41,200,-1,-1,0,0,0.942244411,2
6602,seed_200_var_42.png,42,200,-1,-1,0,0.25,0.945049465,2.25
6603,seed_200_var_43.png,43,200,-1,-1,0,0.5,0.942830682,2.5
6604,seed_200_var_44.png,44,200,-1,-1,0,0.75,0.941091597,2.75
6605,seed_200_var_45.png,45,200,-1,-1,0,1,0.942859948,3
6606,seed_200_var_46.png,46,200,-1,-1,0.25,-1,0.936719,3.25
6607,seed_200_var_47.png,47,200,-1,-1,0.25,-0.75,0.930960119,3
6608,seed_200_var_48.png,48,200,-1,-1,0.25,-0.5,0.92576462,2.75
6609,seed_200_var_49.png,49,200,-1,-1,0.25,-0.25,0.937188029,2.5
6610,seed_200_var_50.png,50,200,-1,-1,0.25,0,0.94087255,2.25
6611,seed_200_var_51.png,51,200,-1,-1,0.25,0.25,0.935740411,2.5
6612,seed_200_var_52.png,52,200,-1,-1,0.25,0.5,0.937092125,2.75
6613,seed_200_var_53.png,53,200,-1,-1,0.25,0.75,0.941668093,3
6614,seed_200_var_54.png,54,200,-1,-1,0.25,1,0.945005715,3.25
6615,seed_200_var_55.png,55,200,-1,-1,0.5,-1,0.931041777,3.5
6616,seed_200_var_56.png,56,200,-1,-1,0.5,-0.75,0.929862857,3.25
6617,seed_200_var_57.png,57,200,-1,-1,0.5,-0.5,0.938267291,3
6618,seed_200_var_58.png,58,200,-1,-1,0.5,-0.25,0.944906414,2.75
6619,seed_200_var_59.png,59,200,-1,-1,0.5,0,0.937064528,2.5
6620,seed_200_var_60.png,60,200,-1,-1,0.5,0.25,0.940241933,2.75
6621,seed_200_var_61.png,61,200,-1,-1,0.5,0.5,0.947097659,3
6622,seed_200_var_62.png,62,200,-1,-1,0.5,0.75,0.953641474,3.25
6623,seed_200_var_63.png,63,200,-1,-1,0.5,1,0.956622481,3.5
6624,seed_200_var_64.png,64,200,-1,-1,0.75,-1,0.929265499,3.75
6625,seed_200_var_65.png,65,200,-1,-1,0.75,-0.75,0.940403819,3.5
6626,seed_200_var_66.png,66,200,-1,-1,0.75,-0.5,0.943918884,3.25
6627,seed_200_var_67.png,67,200,-1,-1,0.75,-0.25,0.940254688,3
6628,seed_200_var_68.png,68,200,-1,-1,0.75,0,0.94323802,2.75
6629,seed_200_var_69.png,69,200,-1,-1,0.75,0.25,0.945993721,3
6630,seed_200_var_70.png,70,200,-1,-1,0.75,0.5,0.948971987,3.25
6631,seed_200_var_71.png,71,200,-1,-1,0.75,0.75,0.9514395,3.5
6632,seed_200_var_72.png,72,200,-1,-1,0.75,1,0.955618024,3.75
6633,seed_200_var_73.png,73,200,-1,-1,1,-1,0.934842885,4
6634,seed_200_var_74.png,74,200,-1,-1,1,-0.75,0.935140967,3.75
6635,seed_200_var_75.png,75,200,-1,-1,1,-0.5,0.944330752,3.5
6636,seed_200_var_76.png,76,200,-1,-1,1,-0.25,0.94698447,3.25
6637,seed_200_var_77.png,77,200,-1,-1,1,0,0.948258758,3
6638,seed_200_var_78.png,78,200,-1,-1,1,0.25,0.950762749,3.25
6639,seed_200_var_79.png,79,200,-1,-1,1,0.5,0.94898051,3.5
6640,seed_200_var_80.png,80,200,-1,-1,1,0.75,0.945000947,3.75
6641,seed_200_var_81.png,81,200,-1,-1,1,1,0.942986369,4
6642,seed_200_var_82.png,82,200,-1,-0.75,-1,-1,0.957467377,3.75
6643,seed_200_var_83.png,83,200,-1,-0.75,-1,-0.75,0.956284404,3.5
6644,seed_200_var_84.png,84,200,-1,-0.75,-1,-0.5,0.958194017,3.25
6645,seed_200_var_85.png,85,200,-1,-0.75,-1,-0.25,0.961771905,3
6646,seed_200_var_86.png,86,200,-1,-0.75,-1,0,0.96061337,2.75
6647,seed_200_var_87.png,87,200,-1,-0.75,-1,0.25,0.95881182,3
6648,seed_200_var_88.png,88,200,-1,-0.75,-1,0.5,0.95730716,3.25
6649,seed_200_var_89.png,89,200,-1,-0.75,-1,0.75,0.966028631,3.5
6650,seed_200_var_90.png,90,200,-1,-0.75,-1,1,0.969334126,3.75
6651,seed_200_var_91.png,91,200,-1,-0.75,-0.75,-1,0.949715137,3.5
6652,seed_200_var_92.png,92,200,-1,-0.75,-0.75,-0.75,0.951900303,3.25
6653,seed_200_var_93.png,93,200,-1,-0.75,-0.75,-0.5,0.95239538,3
6654,seed_200_var_94.png,94,200,-1,-0.75,-0.75,-0.25,0.958677888,2.75
6655,seed_200_var_95.png,95,200,-1,-0.75,-0.75,0,0.958546758,2.5
6656,seed_200_var_96.png,96,200,-1,-0.75,-0.75,0.25,0.959325731,2.75
6657,seed_200_var_97.png,97,200,-1,-0.75,-0.75,0.5,0.965753257,3
6658,seed_200_var_98.png,98,200,-1,-0.75,-0.75,0.75,0.968204916,3.25
6659,seed_200_var_99.png,99,200,-1,-0.75,-0.75,1,0.963337958,3.5
6660,seed_200_var_100.png,100,200,-1,-0.75,-0.5,-1,0.947163761,3.25
6661,seed_200_var_101.png,101,200,-1,-0.75,-0.5,-0.75,0.940125346,3
6662,seed_200_var_102.png,102,200,-1,-0.75,-0.5,-0.5,0.943819284,2.75
6663,seed_200_var_103.png,103,200,-1,-0.75,-0.5,-0.25,0.948876798,2.5
6664,seed_200_var_104.png,104,200,-1,-0.75,-0.5,0,0.951686382,2.25
6665,seed_200_var_105.png,105,200,-1,-0.75,-0.5,0.25,0.960563064,2.5
6666,seed_200_var_106.png,106,200,-1,-0.75,-0.5,0.5,0.974324882,2.75
6667,seed_200_var_107.png,107,200,-1,-0.75,-0.5,0.75,0.967355192,3
6668,seed_200_var_108.png,108,200,-1,-0.75,-0.5,1,0.961345017,3.25
6669,seed_200_var_109.png,109,200,-1,-0.75,-0.25,-1,0.941052616,3
6670,seed_200_var_110.png,110,200,-1,-0.75,-0.25,-0.75,0.940405309,2.75
6671,seed_200_var_111.png,111,200,-1,-0.75,-0.25,-0.5,0.940632522,2.5
6672,seed_200_var_112.png,112,200,-1,-0.75,-0.25,-0.25,0.940653443,2.25
6673,seed_200_var_113.png,113,200,-1,-0.75,-0.25,0,0.945790887,2
6674,seed_200_var_114.png,114,200,-1,-0.75,-0.25,0.25,0.963531911,2.25
6675,seed_200_var_115.png,115,200,-1,-0.75,-0.25,0.5,0.959131718,2.5
6676,seed_200_var_116.png,116,200,-1,-0.75,-0.25,0.75,0.958362877,2.75
6677,seed_200_var_117.png,117,200,-1,-0.75,-0.25,1,0.963516057,3
6678,seed_200_var_118.png,118,200,-1,-0.75,0,-1,0.944361448,2.75
6679,seed_200_var_119.png,119,200,-1,-0.75,0,-0.75,0.944062054,2.5
6680,seed_200_var_120.png,120,200,-1,-0.75,0,-0.5,0.938795805,2.25
6681,seed_200_var_121.png,121,200,-1,-0.75,0,-0.25,0.94333452,2
6682,seed_200_var_122.png,122,200,-1,-0.75,0,0,0.954788744,1.75
6683,seed_200_var_123.png,123,200,-1,-0.75,0,0.25,0.947714508,2
6684,seed_200_var_124.png,124,200,-1,-0.75,0,0.5,0.947734237,2.25
6685,seed_200_var_125.png,125,200,-1,-0.75,0,0.75,0.949201167,2.5
6686,seed_200_var_126.png,126,200,-1,-0.75,0,1,0.95043987,2.75
6687,seed_200_var_127.png,127,200,-1,-0.75,0.25,-1,0.947538674,3
6688,seed_200_var_128.png,128,200,-1,-0.75,0.25,-0.75,0.945637345,2.75
6689,seed_200_var_129.png,129,200,-1,-0.75,0.25,-0.5,0.944549143,2.5
6690,seed_200_var_130.png,130,200,-1,-0.75,0.25,-0.25,0.950206459,2.25
6691,seed_200_var_131.png,131,200,-1,-0.75,0.25,0,0.938349903,2
6692,seed_200_var_132.png,132,200,-1,-0.75,0.25,0.25,0.936670959,2.25
6693,seed_200_var_133.png,133,200,-1,-0.75,0.25,0.5,0.936605394,2.5
6694,seed_200_var_134.png,134,200,-1,-0.75,0.25,0.75,0.940390229,2.75
6695,seed_200_var_135.png,135,200,-1,-0.75,0.25,1,0.944975913,3
6696,seed_200_var_136.png,136,200,-1,-0.75,0.5,-1,0.950879097,3.25
6697,seed_200_var_137.png,137,200,-1,-0.75,0.5,-0.75,0.946295738,3
6698,seed_200_var_138.png,138,200,-1,-0.75,0.5,-0.5,0.943466604,2.75
6699,seed_200_var_139.png,139,200,-1,-0.75,0.5,-0.25,0.946635246,2.5
6700,seed_200_var_140.png,140,200,-1,-0.75,0.5,0,0.934104204,2.25
6701,seed_200_var_141.png,141,200,-1,-0.75,0.5,0.25,0.933351517,2.5
6702,seed_200_var_142.png,142,200,-1,-0.75,0.5,0.5,0.940500498,2.75
6703,seed_200_var_143.png,143,200,-1,-0.75,0.5,0.75,0.94792819,3
6704,seed_200_var_144.png,144,200,-1,-0.75,0.5,1,0.952094555,3.25
6705,seed_200_var_145.png,145,200,-1,-0.75,0.75,-1,0.932095706,3.5
6706,seed_200_var_146.png,146,200,-1,-0.75,0.75,-0.75,0.937331796,3.25
6707,seed_200_var_147.png,147,200,-1,-0.75,0.75,-0.5,0.944985747,3
6708,seed_200_var_148.png,148,200,-1,-0.75,0.75,-0.25,0.948131442,2.75
6709,seed_200_var_149.png,149,200,-1,-0.75,0.75,0,0.943498373,2.5
6710,seed_200_var_150.png,150,200,-1,-0.75,0.75,0.25,0.942649722,2.75
6711,seed_200_var_151.png,151,200,-1,-0.75,0.75,0.5,0.948586881,3
6712,seed_200_var_152.png,152,200,-1,-0.75,0.75,0.75,0.951852679,3.25
6713,seed_200_var_153.png,153,200,-1,-0.75,0.75,1,0.955775976,3.5
6714,seed_200_var_154.png,154,200,-1,-0.75,1,-1,0.924344659,3.75
6715,seed_200_var_155.png,155,200,-1,-0.75,1,-0.75,0.930283487,3.5
6716,seed_200_var_156.png,156,200,-1,-0.75,1,-0.5,0.934871137,3.25
6717,seed_200_var_157.png,157,200,-1,-0.75,1,-0.25,0.934368908,3
6718,seed_200_var_158.png,158,200,-1,-0.75,1,0,0.937386572,2.75
6719,seed_200_var_159.png,159,200,-1,-0.75,1,0.25,0.940240204,3
6720,seed_200_var_160.png,160,200,-1,-0.75,1,0.5,0.941157877,3.25
6721,seed_200_var_161.png,161,200,-1,-0.75,1,0.75,0.945530951,3.5
6722,seed_200_var_162.png,162,200,-1,-0.75,1,1,0.946202993,3.75
6723,seed_200_var_163.png,163,200,-1,-0.5,-1,-1,0.952998042,3.5
6724,seed_200_var_164.png,164,200,-1,-0.5,-1,-0.75,0.953651011,3.25
6725,seed_200_var_165.png,165,200,-1,-0.5,-1,-0.5,0.955242395,3
6726,seed_200_var_166.png,166,200,-1,-0.5,-1,-0.25,0.957371771,2.75
6727,seed_200_var_167.png,167,200,-1,-0.5,-1,0,0.959564984,2.5
6728,seed_200_var_168.png,168,200,-1,-0.5,-1,0.25,0.959955096,2.75
6729,seed_200_var_169.png,169,200,-1,-0.5,-1,0.5,0.965749443,3
6730,seed_200_var_170.png,170,200,-1,-0.5,-1,0.75,0.965775013,3.25
6731,seed_200_var_171.png,171,200,-1,-0.5,-1,1,0.966026604,3.5
6732,seed_200_var_172.png,172,200,-1,-0.5,-0.75,-1,0.960619748,3.25
6733,seed_200_var_173.png,173,200,-1,-0.5,-0.75,-0.75,0.961809456,3
6734,seed_200_var_174.png,174,200,-1,-0.5,-0.75,-0.5,0.960856199,2.75
6735,seed_200_var_175.png,175,200,-1,-0.5,-0.75,-0.25,0.963202536,2.5
6736,seed_200_var_176.png,176,200,-1,-0.5,-0.75,0,0.963314056,2.25
6737,seed_200_var_177.png,177,200,-1,-0.5,-0.75,0.25,0.95898366,2.5
6738,seed_200_var_178.png,178,200,-1,-0.5,-0.75,0.5,0.961167097,2.75
6739,seed_200_var_179.png,179,200,-1,-0.5,-0.75,0.75,0.968530715,3
6740,seed_200_var_180.png,180,200,-1,-0.5,-0.75,1,0.965756893,3.25
6741,seed_200_var_181.png,181,200,-1,-0.5,-0.5,-1,0.948374093,3
6742,seed_200_var_182.png,182,200,-1,-0.5,-0.5,-0.75,0.947013557,2.75
6743,seed_200_var_183.png,183,200,-1,-0.5,-0.5,-0.5,0.946267545,2.5
6744,seed_200_var_184.png,184,200,-1,-0.5,-0.5,-0.25,0.951327801,2.25
6745,seed_200_var_185.png,185,200,-1,-0.5,-0.5,0,0.948543847,2
6746,seed_200_var_186.png,186,200,-1,-0.5,-0.5,0.25,0.956727326,2.25
6747,seed_200_var_187.png,187,200,-1,-0.5,-0.5,0.5,0.962602377,2.5
6748,seed_200_var_188.png,188,200,-1,-0.5,-0.5,0.75,0.945572197,2.75
6749,seed_200_var_189.png,189,200,-1,-0.5,-0.5,1,0.94028163,3
6750,seed_200_var_190.png,190,200,-1,-0.5,-0.25,-1,0.961697996,2.75
6751,seed_200_var_191.png,191,200,-1,-0.5,-0.25,-0.75,0.957681596,2.5
6752,seed_200_var_192.png,192,200,-1,-0.5,-0.25,-0.5,0.952699542,2.25
6753,seed_200_var_193.png,193,200,-1,-0.5,-0.25,-0.25,0.944856405,2
6754,seed_200_var_194.png,194,200,-1,-0.5,-0.25,0,0.946765661,1.75
6755,seed_200_var_195.png,195,200,-1,-0.5,-0.25,0.25,0.962171018,2
6756,seed_200_var_196.png,196,200,-1,-0.5,-0.25,0.5,0.96737951,2.25
6757,seed_200_var_197.png,197,200,-1,-0.5,-0.25,0.75,0.96752888,2.5
6758,seed_200_var_198.png,198,200,-1,-0.5,-0.25,1,0.963761389,2.75
6759,seed_200_var_199.png,199,200,-1,-0.5,0,-1,0.964734554,2.5
6760,seed_200_var_200.png,200,200,-1,-0.5,0,-0.75,0.961800098,2.25
6761,seed_200_var_201.png,201,200,-1,-0.5,0,-0.5,0.959055722,2
6762,seed_200_var_202.png,202,200,-1,-0.5,0,-0.25,0.955241799,1.75
6763,seed_200_var_203.png,203,200,-1,-0.5,0,0,0.959978819,1.5
6764,seed_200_var_204.png,204,200,-1,-0.5,0,0.25,0.965384126,1.75
6765,seed_200_var_205.png,205,200,-1,-0.5,0,0.5,0.960034668,2
6766,seed_200_var_206.png,206,200,-1,-0.5,0,0.75,0.962692082,2.25
6767,seed_200_var_207.png,207,200,-1,-0.5,0,1,0.967940152,2.5
6768,seed_200_var_208.png,208,200,-1,-0.5,0.25,-1,0.965738654,2.75
6769,seed_200_var_209.png,209,200,-1,-0.5,0.25,-0.75,0.96332413,2.5
6770,seed_200_var_210.png,210,200,-1,-0.5,0.25,-0.5,0.95838666,2.25
6771,seed_200_var_211.png,211,200,-1,-0.5,0.25,-0.25,0.95537281,2
6772,seed_200_var_212.png,212,200,-1,-0.5,0.25,0,0.962936282,1.75
6773,seed_200_var_213.png,213,200,-1,-0.5,0.25,0.25,0.955411136,2
6774,seed_200_var_214.png,214,200,-1,-0.5,0.25,0.5,0.95478636,2.25
6775,seed_200_var_215.png,215,200,-1,-0.5,0.25,0.75,0.953983068,2.5
6776,seed_200_var_216.png,216,200,-1,-0.5,0.25,1,0.956460297,2.75
6777,seed_200_var_217.png,217,200,-1,-0.5,0.5,-1,0.9625265,3
6778,seed_200_var_218.png,218,200,-1,-0.5,0.5,-0.75,0.955465853,2.75
6779,seed_200_var_219.png,219,200,-1,-0.5,0.5,-0.5,0.948079884,2.5
6780,seed_200_var_220.png,220,200,-1,-0.5,0.5,-0.25,0.948486567,2.25
6781,seed_200_var_221.png,221,200,-1,-0.5,0.5,0,0.94147712,2
6782,seed_200_var_222.png,222,200,-1,-0.5,0.5,0.25,0.943832874,2.25
6783,seed_200_var_223.png,223,200,-1,-0.5,0.5,0.5,0.943067908,2.5
6784,seed_200_var_224.png,224,200,-1,-0.5,0.5,0.75,0.94807905,2.75
6785,seed_200_var_225.png,225,200,-1,-0.5,0.5,1,0.949223936,3
6786,seed_200_var_226.png,226,200,-1,-0.5,0.75,-1,0.946735203,3.25
6787,seed_200_var_227.png,227,200,-1,-0.5,0.75,-0.75,0.939940929,3
6788,seed_200_var_228.png,228,200,-1,-0.5,0.75,-0.5,0.93686223,2.75
6789,seed_200_var_229.png,229,200,-1,-0.5,0.75,-0.25,0.9462713,2.5
6790,seed_200_var_230.png,230,200,-1,-0.5,0.75,0,0.937833667,2.25
6791,seed_200_var_231.png,231,200,-1,-0.5,0.75,0.25,0.939356565,2.5
6792,seed_200_var_232.png,232,200,-1,-0.5,0.75,0.5,0.941682339,2.75
6793,seed_200_var_233.png,233,200,-1,-0.5,0.75,0.75,0.942452729,3
6794,seed_200_var_234.png,234,200,-1,-0.5,0.75,1,0.942167461,3.25
6795,seed_200_var_235.png,235,200,-1,-0.5,1,-1,0.936614275,3.5
6796,seed_200_var_236.png,236,200,-1,-0.5,1,-0.75,0.932923138,3.25
6797,seed_200_var_237.png,237,200,-1,-0.5,1,-0.5,0.935669065,3
6798,seed_200_var_238.png,238,200,-1,-0.5,1,-0.25,0.923600912,2.75
6799,seed_200_var_239.png,239,200,-1,-0.5,1,0,0.921720624,2.5
6800,seed_200_var_240.png,240,200,-1,-0.5,1,0.25,0.928011656,2.75
6801,seed_200_var_241.png,241,200,-1,-0.5,1,0.5,0.932237446,3
6802,seed_200_var_242.png,242,200,-1,-0.5,1,0.75,0.933169186,3.25
6803,seed_200_var_243.png,243,200,-1,-0.5,1,1,0.932662189,3.5
6804,seed_200_var_244.png,244,200,-1,-0.25,-1,-1,0.958216429,3.25
6805,seed_200_var_245.png,245,200,-1,-0.25,-1,-0.75,0.951745629,3
6806,seed_200_var_246.png,246,200,-1,-0.25,-1,-0.5,0.949973941,2.75
6807,seed_200_var_247.png,247,200,-1,-0.25,-1,-0.25,0.950361788,2.5
6808,seed_200_var_248.png,248,200,-1,-0.25,-1,0,0.95266825,2.25
6809,seed_200_var_249.png,249,200,-1,-0.25,-1,0.25,0.952599764,2.5
6810,seed_200_var_250.png,250,200,-1,-0.25,-1,0.5,0.958681703,2.75
6811,seed_200_var_251.png,251,200,-1,-0.25,-1,0.75,0.959322214,3
6812,seed_200_var_252.png,252,200,-1,-0.25,-1,1,0.95022583,3.25
6813,seed_200_var_253.png,253,200,-1,-0.25,-0.75,-1,0.956006289,3
6814,seed_200_var_254.png,254,200,-1,-0.25,-0.75,-0.75,0.950698733,2.75
6815,seed_200_var_255.png,255,200,-1,-0.25,-0.75,-0.5,0.947764456,2.5
6816,seed_200_var_256.png,256,200,-1,-0.25,-0.75,-0.25,0.951969862,2.25
6817,seed_200_var_257.png,257,200,-1,-0.25,-0.75,0,0.955843985,2
6818,seed_200_var_258.png,258,200,-1,-0.25,-0.75,0.25,0.948586464,2.25
6819,seed_200_var_259.png,259,200,-1,-0.25,-0.75,0.5,0.954945385,2.5
6820,seed_200_var_260.png,260,200,-1,-0.25,-0.75,0.75,0.969924331,2.75
6821,seed_200_var_261.png,261,200,-1,-0.25,-0.75,1,0.976904333,3
6822,seed_200_var_262.png,262,200,-1,-0.25,-0.5,-1,0.953947067,2.75
6823,seed_200_var_263.png,263,200,-1,-0.25,-0.5,-0.75,0.953574479,2.5
6824,seed_200_var_264.png,264,200,-1,-0.25,-0.5,-0.5,0.954604685,2.25
6825,seed_200_var_265.png,265,200,-1,-0.25,-0.5,-0.25,0.954836905,2
6826,seed_200_var_266.png,266,200,-1,-0.25,-0.5,0,0.949656487,1.75
6827,seed_200_var_267.png,267,200,-1,-0.25,-0.5,0.25,0.942229927,2
6828,seed_200_var_268.png,268,200,-1,-0.25,-0.5,0.5,0.95168817,2.25
6829,seed_200_var_269.png,269,200,-1,-0.25,-0.5,0.75,0.95367527,2.5
6830,seed_200_var_270.png,270,200,-1,-0.25,-0.5,1,0.949627221,2.75
6831,seed_200_var_271.png,271,200,-1,-0.25,-0.25,-1,0.96139127,2.5
6832,seed_200_var_272.png,272,200,-1,-0.25,-0.25,-0.75,0.961265326,2.25
6833,seed_200_var_273.png,273,200,-1,-0.25,-0.25,-0.5,0.958116591,2
6834,seed_200_var_274.png,274,200,-1,-0.25,-0.25,-0.25,0.952996969,1.75
6835,seed_200_var_275.png,275,200,-1,-0.25,-0.25,0,0.947067976,1.5
6836,seed_200_var_276.png,276,200,-1,-0.25,-0.25,0.25,0.953428507,1.75
6837,seed_200_var_277.png,277,200,-1,-0.25,-0.25,0.5,0.961955488,2
6838,seed_200_var_278.png,278,200,-1,-0.25,-0.25,0.75,0.954141617,2.25
6839,seed_200_var_279.png,279,200,-1,-0.25,-0.25,1,0.94711417,2.5
6840,seed_200_var_280.png,280,200,-1,-0.25,0,-1,0.967379689,2.25
6841,seed_200_var_281.png,281,200,-1,-0.25,0,-0.75,0.965172529,2
6842,seed_200_var_282.png,282,200,-1,-0.25,0,-0.5,0.966235995,1.75
6843,seed_200_var_283.png,283,200,-1,-0.25,0,-0.25,0.965592265,1.5
6844,seed_200_var_284.png,284,200,-1,-0.25,0,0,0.964841187,1.25
6845,seed_200_var_285.png,285,200,-1,-0.25,0,0.25,0.969804823,1.5
6846,seed_200_var_286.png,286,200,-1,-0.25,0,0.5,0.97136879,1.75
6847,seed_200_var_287.png,287,200,-1,-0.25,0,0.75,0.96613121,2
6848,seed_200_var_288.png,288,200,-1,-0.25,0,1,0.958188653,2.25
6849,seed_200_var_289.png,289,200,-1,-0.25,0.25,-1,0.969610333,2.5
6850,seed_200_var_290.png,290,200,-1,-0.25,0.25,-0.75,0.966345131,2.25
6851,seed_200_var_291.png,291,200,-1,-0.25,0.25,-0.5,0.966714919,2
6852,seed_200_var_292.png,292,200,-1,-0.25,0.25,-0.25,0.962316811,1.75
6853,seed_200_var_293.png,293,200,-1,-0.25,0.25,0,0.967651665,1.5
6854,seed_200_var_294.png,294,200,-1,-0.25,0.25,0.25,0.969518125,1.75
6855,seed_200_var_295.png,295,200,-1,-0.25,0.25,0.5,0.972562492,2
6856,seed_200_var_296.png,296,200,-1,-0.25,0.25,0.75,0.970637798,2.25
6857,seed_200_var_297.png,297,200,-1,-0.25,0.25,1,0.96864599,2.5
6858,seed_200_var_298.png,298,200,-1,-0.25,0.5,-1,0.959916651,2.75
6859,seed_200_var_299.png,299,200,-1,-0.25,0.5,-0.75,0.955421686,2.5
6860,seed_200_var_300.png,300,200,-1,-0.25,0.5,-0.5,0.952649415,2.25
6861,seed_200_var_301.png,301,200,-1,-0.25,0.5,-0.25,0.948776126,2
6862,seed_200_var_302.png,302,200,-1,-0.25,0.5,0,0.95787549,1.75
6863,seed_200_var_303.png,303,200,-1,-0.25,0.5,0.25,0.956295311,2
6864,seed_200_var_304.png,304,200,-1,-0.25,0.5,0.5,0.961271167,2.25
6865,seed_200_var_305.png,305,200,-1,-0.25,0.5,0.75,0.962800801,2.5
6866,seed_200_var_306.png,306,200,-1,-0.25,0.5,1,0.960240901,2.75
6867,seed_200_var_307.png,307,200,-1,-0.25,0.75,-1,0.949565649,3
6868,seed_200_var_308.png,308,200,-1,-0.25,0.75,-0.75,0.943262398,2.75
6869,seed_200_var_309.png,309,200,-1,-0.25,0.75,-0.5,0.939061701,2.5
6870,seed_200_var_310.png,310,200,-1,-0.25,0.75,-0.25,0.941015244,2.25
6871,seed_200_var_311.png,311,200,-1,-0.25,0.75,0,0.935963869,2
6872,seed_200_var_312.png,312,200,-1,-0.25,0.75,0.25,0.933436692,2.25
6873,seed_200_var_313.png,313,200,-1,-0.25,0.75,0.5,0.937773705,2.5
6874,seed_200_var_314.png,314,200,-1,-0.25,0.75,0.75,0.937146366,2.75
6875,seed_200_var_315.png,315,200,-1,-0.25,0.75,1,0.942257464,3
6876,seed_200_var_316.png,316,200,-1,-0.25,1,-1,0.937580347,3.25
6877,seed_200_var_317.png,317,200,-1,-0.25,1,-0.75,0.934227467,3
6878,seed_200_var_318.png,318,200,-1,-0.25,1,-0.5,0.934554279,2.75
6879,seed_200_var_319.png,319,200,-1,-0.25,1,-0.25,0.92601943,2.5
6880,seed_200_var_320.png,320,200,-1,-0.25,1,0,0.917728543,2.25
6881,seed_200_var_321.png,321,200,-1,-0.25,1,0.25,0.924825072,2.5
6882,seed_200_var_322.png,322,200,-1,-0.25,1,0.5,0.931958914,2.75
6883,seed_200_var_323.png,323,200,-1,-0.25,1,0.75,0.927433252,3
6884,seed_200_var_324.png,324,200,-1,-0.25,1,1,0.917580009,3.25
6885,seed_200_var_325.png,325,200,-1,0,-1,-1,0.95898366,3
6886,seed_200_var_326.png,326,200,-1,0,-1,-0.75,0.954403877,2.75
6887,seed_200_var_327.png,327,200,-1,0,-1,-0.5,0.952868462,2.5
